source_name,waypoint_type,pos_x,pos_y,pos_z,action_label

# --- port hope|south.exit~boat: (18 waypoints) ---
port hope|ammo~south.exit:,node,32631,32769,7,
port hope|ammo~south.exit:,node,32638,32769,7,
port hope|ammo~south.exit:,ladder,32638,32769,7,
port hope|ammo~south.exit:,node,32636,32773,6,
port hope|ammo~south.exit:,node,32630,32773,6,
port hope|ammo~south.exit:,node,32630,32778,6,
port hope|ammo~south.exit:,node,32629,32784,6,
port hope|ammo~south.exit:,stand,32629,32785,6,
port hope|ammo~south.exit:,node,32637,32786,7,
port hope|ammo~south.exit:,node,32642,32791,7,
port hope|ammo~south.exit:,node,32645,32795,7,
port hope|ammo~south.exit:,node,32649,32799,7,

# --- port hope|loot~south.exit: (16 waypoints) ---
port hope|loot~south.exit:,node,32629,32748,6,
port hope|loot~south.exit:,stand,32629,32749,6,
port hope|loot~south.exit:,node,32629,32757,7,
port hope|loot~south.exit:,node,32629,32763,7,
port hope|loot~south.exit:,node,32631,32769,7,
port hope|loot~south.exit:,node,32638,32769,7,
port hope|loot~south.exit:,ladder,32638,32769,7,
port hope|loot~south.exit:,node,32636,32773,6,
port hope|loot~south.exit:,node,32630,32773,6,
port hope|loot~south.exit:,node,32630,32778,6,
port hope|loot~south.exit:,node,32629,32784,6,
port hope|loot~south.exit:,stand,32629,32785,6,
port hope|loot~south.exit:,node,32637,32786,7,
port hope|loot~south.exit:,node,32642,32791,7,
port hope|loot~south.exit:,node,32645,32795,7,
port hope|loot~south.exit:,node,32649,32799,7,

# --- port hope|east.exit~south.exit: (13 waypoints) ---
port hope|east.exit~south.exit:,node,32646,32755,7,
port hope|east.exit~south.exit:,node,32640,32761,7,
port hope|east.exit~south.exit:,node,32638,32769,7,
port hope|east.exit~south.exit:,ladder,32638,32769,7,
port hope|east.exit~south.exit:,node,32636,32773,6,
port hope|east.exit~south.exit:,node,32630,32773,6,
port hope|east.exit~south.exit:,node,32630,32778,6,
port hope|east.exit~south.exit:,node,32629,32784,6,
port hope|east.exit~south.exit:,stand,32629,32785,6,
port hope|east.exit~south.exit:,node,32637,32786,7,
port hope|east.exit~south.exit:,node,32642,32791,7,
port hope|east.exit~south.exit:,node,32645,32795,7,
port hope|east.exit~south.exit:,node,32649,32799,7,

# --- port hope|south.exit~south.exit: (1 waypoints) ---
port hope|south.exit~south.exit:,node,32649,32799,7,
